id,image_url,product_id
1,https://i.travelapi.com/hotels/2000000/1210000/1200100/1200015/2f8c80da_z.jpg,1
2,https://i.travelapi.com/hotels/2000000/1210000/1200100/1200015/c4b56cdc_z.jpg,1
3,https://i.travelapi.com/hotels/1000000/30000/22600/22529/d4032317_z.jpg,2
4,https://i.travelapi.com/hotels/1000000/30000/22600/22529/523dac1e_z.jpg,2
5,https://i.travelapi.com/hotels/39000000/38660000/38656600/38656543/2e2cb70b_z.jpg,3
6,https://i.travelapi.com/hotels/39000000/38660000/38656600/38656543/dcf4d1e2_z.jpg,3
7,https://i.travelapi.com/hotels/17000000/16660000/16653200/16653101/b250d155_z.jpg,4
8,https://i.travelapi.com/hotels/17000000/16660000/16653200/16653101/e34d4a59_z.jpg,4
9,https://i.travelapi.com/hotels/1000000/430000/425000/424942/0972ba1e_z.jpg,5
10,https://i.travelapi.com/hotels/1000000/430000/425000/424942/7c039c81_z.jpg,5
11,https://i.travelapi.com/hotels/1000000/430000/428100/428011/61619521_z.jpg,6
12,https://i.travelapi.com/hotels/1000000/430000/428100/428011/aa629219_z.jpg,6
13,https://i.travelapi.com/hotels/17000000/16490000/16481500/16481464/e533ea7f_z.jpg,7
14,https://i.travelapi.com/hotels/17000000/16490000/16481500/16481464/b955867d_z.jpg,7
15,https://i.travelapi.com/hotels/23000000/22500000/22492500/22492467/7568657c_z.jpg,8
16,https://i.travelapi.com/hotels/23000000/22500000/22492500/22492467/cf10802a_z.jpg,8
17,https://i.travelapi.com/hotels/47000000/46060000/46058900/46058841/9fffc443_z.jpg,9
18,https://i.travelapi.com/hotels/47000000/46060000/46058900/46058841/31ccc7c0_z.jpg,9
19,https://yaimg.yanolja.com/v5/2020/10/19/16/5f8d3c6c698d92.34095081.jpg,10
20,https://yaimg.yanolja.com/v5/2020/10/19/16/5f8d3c6dd34e16.29514897.jpg,10
21,https://i.travelapi.com/hotels/5000000/4520000/4518100/4518014/c7177c8b_z.jpg,11
22,https://i.travelapi.com/hotels/5000000/4520000/4518100/4518014/737b37dc_z.jpg,11
23,https://i.travelapi.com/hotels/5000000/4760000/4757600/4757537/eb3232b5_z.jpg,12
24,https://i.travelapi.com/hotels/5000000/4760000/4757600/4757537/63953310_z.jpg,12
25,https://i.travelapi.com/hotels/25000000/24450000/24444200/24444181/b0246cfd_z.jpg,13
26,https://i.travelapi.com/hotels/25000000/24450000/24444200/24444181/2a953663_z.jpg,13
27,https://i.travelapi.com/hotels/5000000/4350000/4349600/4349551/f0984f33_z.jpg,14
28,https://i.travelapi.com/hotels/5000000/4350000/4349600/4349551/f6ea1c1e_z.jpg,14
29,https://i.travelapi.com/hotels/10000000/9300000/9296100/9296008/bb8d80ee_z.jpg,15
30,https://i.travelapi.com/hotels/10000000/9300000/9296100/9296008/2b9d8987_z.jpg,15
31,https://yaimg.yanolja.com/v5/2020/11/02/19/5f9fd957802046.23006761.JPG,16
32,https://i.travelapi.com/hotels/12000000/11960000/11954500/11954426/84d31a7f_z.jpg,16
33,https://i.travelapi.com/hotels/12000000/11960000/11954500/11954426/4eafd2fb_z.jpg,17
34,https://i.travelapi.com/hotels/12000000/11960000/11954500/11954426/13828f97_z.jpg,17
35,https://i.travelapi.com/hotels/4000000/3050000/3041800/3041752/f9824baf_z.jpg,18
36,https://i.travelapi.com/hotels/4000000/3050000/3041800/3041752/64e58f1a_z.jpg,18
37,https://i.travelapi.com/hotels/13000000/12080000/12072800/12072746/671421bf_b.jpg,19
38,https://i.travelapi.com/hotels/13000000/12080000/12072800/12072746/911499cf_z.jpg,19
39,https://i.travelapi.com/hotels/5000000/4170000/4161400/4161398/33467b27_z.jpg,20
40,https://i.travelapi.com/hotels/5000000/4170000/4161400/4161398/7c30110f_z.jpg,20